anime_id,title,genre,type,episodes,rating,members,set
8120,gotou ni naritai.,"Drama, School, Slice of Life",Movie,1,7.29,1201,"{'Movie', 'Drama', 'Slice of Life', 'School'}"
5041,guin saga,"Adventure, Fantasy",TV,26,7.29,26176,"{'Adventure', 'TV', 'Fantasy'}"
1371,hi no tori,"Adventure, Drama, Historical, Sci-Fi, Supernatural",TV,13,7.29,4247,"{'Adventure', 'TV', 'Drama', 'Sci-Fi', 'Supernatural', 'Historical'}"
1116,junkers come here,"Drama, Slice of Life",Movie,1,7.29,2858,"{'Movie', 'Drama', 'Slice of Life'}"
26441,junketsu no maria,"Comedy, Fantasy, Historical, Magic, Seinen",TV,12,7.29,75460,"{'TV', 'Comedy', 'Seinen', 'Historical', 'Magic', 'Fantasy'}"
6954,kara no kyoukai: shuushou,Mystery,Special,1,7.29,45718,"{'Mystery', 'Special'}"
1556,kikoushi enma,"Demons, Ecchi, Fantasy, Horror, Magic, Seinen, Supernatural",OVA,4,7.29,11902,"{'OVA', 'Demons', 'Ecchi', 'Horror', 'Seinen', 'Supernatural', 'Magic', 'Fantasy'}"
2901,kochira katsushikaku kameari kouenmae hashutsujo the movie,"Action, Comedy, Mystery, Police",Movie,1,7.29,786,"{'Police', 'Action', 'Movie', 'Comedy', 'Mystery'}"
5079,kurokami the animation,"Action, Martial Arts, Super Power",TV,23,7.29,72750,"{'TV', 'Martial Arts', 'Super Power', 'Action'}"
10456,kyoukaisenjou no horizon,"Action, Fantasy",TV,13,7.29,90977,"{'TV', 'Action', 'Fantasy'}"
1413,lupin iii: alcatraz connection,"Action, Adventure, Comedy, Shounen",Special,1,7.29,3242,"{'Adventure', 'Shounen', 'Action', 'Special', 'Comedy'}"
276,mahoromatic: automatic maiden,"Comedy, Ecchi, Military, Romance, Sci-Fi",TV,12,7.29,36656,"{'TV', 'Sci-Fi', 'Military', 'Romance', 'Ecchi', 'Comedy'}"
352,motto! ojamajo doremi,"Comedy, Fantasy, Magic, Shoujo",TV,50,7.29,8760,"{'TV', 'Comedy', 'Shoujo', 'Magic', 'Fantasy'}"
6023,nogizaka haruka no himitsu: purezza,"Comedy, Ecchi, Romance",TV,12,7.29,45161,"{'Ecchi', 'Comedy', 'TV', 'Romance'}"
2947,ojamajo doremi sharp movie,"Kids, Magic, Shoujo",Movie,1,7.29,2037,"{'Movie', 'Magic', 'Shoujo', 'Kids'}"
2108,rockman.exe axess,"Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen",TV,51,7.29,9025,"{'Adventure', 'TV', 'Shounen', 'Sci-Fi', 'Action', 'Game', 'Comedy', 'Mecha'}"
1362,street fighter ii: the movie,"Action, Martial Arts, Shounen",Movie,1,7.29,15421,"{'Movie', 'Martial Arts', 'Action', 'Shounen'}"
1731,tales of symphonia the animation: sylvarant-hen,"Action, Adventure, Fantasy, Magic, Martial Arts, Shounen",OVA,4,7.29,35730,"{'Adventure', 'Shounen', 'OVA', 'Action', 'Martial Arts', 'Magic', 'Fantasy'}"
3593,utawarerumono ova,"Action, Comedy, Fantasy",OVA,3,7.29,13738,"{'OVA', 'Comedy', 'Action', 'Fantasy'}"
16742,watashi ga motenai no wa dou kangaetemo omaera ga warui!,"Comedy, School, Shounen, Slice of Life",TV,12,7.29,257925,"{'TV', 'Shounen', 'School', 'Comedy', 'Slice of Life'}"
3692,yes! precure 5 gogo!,"Action, Fantasy, Magic, School, Shoujo",TV,48,7.29,3619,"{'TV', 'School', 'Action', 'Shoujo', 'Magic', 'Fantasy'}"
550,yu☆gi☆oh!,"Action, Comedy, Fantasy, Game, Shounen",TV,27,7.29,89243,"{'TV', 'Shounen', 'Game', 'Action', 'Comedy', 'Fantasy'}"
8894,yume-iro pâtissière: mune kyun tropical island!,"Kids, School, Shoujo",Special,1,7.29,5984,"{'Shoujo', 'School', 'Kids', 'Special'}"
19759,ansatsu kyoushitsu,"Action, Comedy, Shounen",Special,1,7.28,35230,"{'Comedy', 'Action', 'Shounen', 'Special'}"
1498,black blood brothers,"Action, Comedy, Fantasy, Shounen, Supernatural, Vampire",TV,12,7.28,68626,"{'TV', 'Shounen', 'Vampire', 'Action', 'Comedy', 'Supernatural', 'Fantasy'}"
30711,code geass: boukoku no akito final - itoshiki monotachi e,"Action, Mecha, Military",Movie,1,7.28,23592,"{'Movie', 'Mecha', 'Action', 'Military'}"
974,dead leaves,"Adventure, Comedy, Psychological, Sci-Fi",Movie,1,7.28,40717,"{'Adventure', 'Sci-Fi', 'Movie', 'Comedy', 'Psychological'}"
24031,denki-gai no honya-san,"Comedy, Seinen, Slice of Life",TV,12,7.28,61228,"{'Slice of Life', 'Comedy', 'TV', 'Seinen'}"
2222,dr. slump: arale-chan,"Comedy, Sci-Fi, Shounen, Slice of Life",TV,243,7.28,5330,"{'TV', 'Shounen', 'Sci-Fi', 'Comedy', 'Slice of Life'}"
14829,fate/kaleid liner prisma☆illya,"Action, Comedy, Fantasy, Magic",TV,10,7.28,100392,"{'TV', 'Action', 'Comedy', 'Magic', 'Fantasy'}"
19159,genshiken nidaime ova,"Comedy, Parody, Slice of Life",OVA,1,7.28,8892,"{'Parody', 'Slice of Life', 'Comedy', 'OVA'}"
1140,giniro no kami no agito,"Adventure, Drama, Fantasy, Romance, Sci-Fi",Movie,1,7.28,45084,"{'Adventure', 'Drama', 'Sci-Fi', 'Romance', 'Movie', 'Fantasy'}"
6463,hoshi wo katta hi,"Kids, Sci-Fi",Movie,1,7.28,2814,"{'Movie', 'Sci-Fi', 'Kids'}"
20457,"inari, konkon, koi iroha.","Comedy, Romance, School, Seinen, Supernatural",TV,10,7.28,65402,"{'TV', 'School', 'Romance', 'Comedy', 'Supernatural', 'Seinen'}"
34178,inazuma eleven: outer code,Sports,ONA,Unknown,7.28,1072,"{'ONA', 'Sports'}"
2542,lady georgie,"Drama, Historical, Romance, Shoujo",TV,45,7.28,4157,"{'TV', 'Drama', 'Romance', 'Historical', 'Shoujo'}"
189,love hina,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",TV,24,7.28,156627,"{'Harem', 'TV', 'Shounen', 'Romance', 'Ecchi', 'Comedy', 'Slice of Life'}"
1414,lupin iii: tenshi no tactics - yume no kakera wa koroshi no kaori,"Action, Adventure, Comedy, Shounen",Special,1,7.28,3183,"{'Adventure', 'Shounen', 'Action', 'Special', 'Comedy'}"
24455,madan no ou to vanadis,"Adventure, Ecchi, Fantasy, Harem, Romance",TV,13,7.28,114612,"{'Harem', 'Adventure', 'TV', 'Romance', 'Ecchi', 'Fantasy'}"
2834,miracle☆girls,"Drama, Magic, Shoujo",TV,51,7.28,2033,"{'TV', 'Drama', 'Shoujo', 'Magic'}"
4134,naruto shippuuden: shippuu! &quot;konoha gakuen&quot; den,Comedy,Special,1,7.28,34056,"{'Comedy', 'Special'}"
3111,nasu: suitcase no wataridori,"Drama, Seinen, Sports",OVA,1,7.28,1843,"{'Drama', 'Sports', 'OVA', 'Seinen'}"
14293,nerawareta gakuen,"Romance, School, Sci-Fi",Movie,1,7.28,44787,"{'Movie', 'School', 'Sci-Fi', 'Romance'}"
613,onmyou taisenki,"Adventure, Fantasy, Shounen, Supernatural",TV,52,7.28,3945,"{'Adventure', 'TV', 'Shounen', 'Supernatural', 'Fantasy'}"
12673,papa no iukoto wo kikinasai!: pokkapoka,"Comedy, Romance, Slice of Life",Special,1,7.28,22414,"{'Slice of Life', 'Comedy', 'Special', 'Romance'}"
8133,precure all stars movie dx2: kibou no hikari☆rainbow jewel wo mamore!,"Action, Fantasy, Magic, Shoujo",Movie,1,7.28,3046,"{'Action', 'Movie', 'Shoujo', 'Magic', 'Fantasy'}"
28215,saint seiya: soul of gold,"Action, Adventure, Fantasy, Sci-Fi, Shounen",ONA,13,7.28,11992,"{'Adventure', 'Shounen', 'ONA', 'Sci-Fi', 'Action', 'Fantasy'}"
23987,sarusuberi: miss hokusai,"Drama, Historical, Supernatural",Movie,1,7.28,7034,"{'Movie', 'Drama', 'Supernatural', 'Historical'}"
1108,senkaiden houshin engi,"Adventure, Fantasy, Historical, Magic, Shounen, Supernatural",TV,26,7.28,10449,"{'Adventure', 'TV', 'Shounen', 'Historical', 'Supernatural', 'Magic', 'Fantasy'}"
1080,sentou yousei yukikaze,"Action, Drama, Military, Psychological, Sci-Fi, Space",OVA,5,7.28,9957,"{'Space', 'OVA', 'Drama', 'Sci-Fi', 'Action', 'Military', 'Psychological'}"
1531,shakugan no shana sp: koi to onsen no kougai gakushuu!,"Comedy, Ecchi, Fantasy, Romance, Slice of Life",OVA,1,7.28,26234,"{'OVA', 'Romance', 'Ecchi', 'Comedy', 'Slice of Life', 'Fantasy'}"
4382,suzumiya haruhi no yuuutsu (2009),"Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life",TV,14,7.28,243448,"{'TV', 'School', 'Sci-Fi', 'Romance', 'Parody', 'Comedy', 'Mystery', 'Slice of Life'}"
2747,tetsuwan atom,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,193,7.28,5332,"{'Adventure', 'TV', 'Shounen', 'Drama', 'Sci-Fi', 'Action', 'Mecha'}"
12695,tight-rope,"Romance, Shounen Ai",OVA,2,7.28,18866,"{'Shounen Ai', 'OVA', 'Romance'}"
5397,usavich iii,Comedy,TV,13,7.28,3038,"{'Comedy', 'TV'}"
6951,yu☆gi☆oh!: chou yuugou! toki wo koeta kizuna,"Adventure, Game, Shounen",Special,1,7.28,18651,"{'Adventure', 'Game', 'Shounen', 'Special'}"
5196,aria the origination picture drama,"Fantasy, Sci-Fi, Shounen, Slice of Life",Special,7,7.27,7014,"{'Shounen', 'Sci-Fi', 'Special', 'Slice of Life', 'Fantasy'}"
369,boogiepop wa warawanai: boogiepop phantom,"Dementia, Drama, Horror, Mystery, Psychological, Supernatural",TV,12,7.27,47280,"{'TV', 'Drama', 'Dementia', 'Horror', 'Mystery', 'Supernatural', 'Psychological'}"
2036,cosmic baton girl comet-san,"Adventure, Comedy, Drama, Magic, Sci-Fi",TV,43,7.27,1763,"{'Adventure', 'TV', 'Drama', 'Sci-Fi', 'Comedy', 'Magic'}"
1352,cyber city oedo 808,"Action, Adventure, Police, Sci-Fi",OVA,3,7.27,8970,"{'Adventure', 'OVA', 'Police', 'Sci-Fi', 'Action'}"
34349,diamond no ace: second season ova,"Comedy, School, Shounen, Sports",OVA,2,7.25,1885,"{'OVA', 'Shounen', 'School', 'Comedy', 'Sports'}"
2657,doraemon movie 08: nobita to ryuu no kishi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.27,1342,"{'Adventure', 'Shounen', 'Movie', 'Comedy', 'Kids', 'Fantasy'}"
31201,doraemon movie 36: shin nobita no nippon tanjou,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.27,408,"{'Adventure', 'Shounen', 'Movie', 'Comedy', 'Kids', 'Fantasy'}"
10842,fullmetal alchemist: the sacred star of milos specials,"Comedy, Fantasy, Magic",ONA,4,7.27,11981,"{'ONA', 'Comedy', 'Magic', 'Fantasy'}"
1845,gaiking: legend of daiku-maryu,"Action, Mecha, Sci-Fi",TV,39,7.27,2640,"{'TV', 'Mecha', 'Sci-Fi', 'Action'}"
384,gantz,"Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",TV,13,7.27,165335,"{'TV', 'Drama', 'Sci-Fi', 'Action', 'Horror', 'Supernatural', 'Psychological'}"
2400,ghost sweeper gs mikami,"Comedy, Supernatural",TV,45,7.27,5118,"{'Comedy', 'TV', 'Supernatural'}"
2416,grander musashi rv,"Adventure, Sports",TV,39,7.27,987,"{'Sports', 'Adventure', 'TV'}"
650,gunsmith cats,"Action, Comedy, Police, Seinen",OVA,3,7.27,15176,"{'OVA', 'Police', 'Action', 'Comedy', 'Seinen'}"
18713,haiyore! nyaruko-san: yasashii teki no shitome-kata,"Comedy, Parody, Sci-Fi",OVA,1,7.27,14622,"{'Parody', 'Comedy', 'Sci-Fi', 'OVA'}"
990,kamisama kazoku,"Comedy, Drama, Fantasy, Romance",TV,13,7.27,32828,"{'TV', 'Drama', 'Romance', 'Comedy', 'Fantasy'}"
144,kanon,"Drama, Romance, Slice of Life, Supernatural",TV,13,7.27,41960,"{'TV', 'Drama', 'Romance', 'Supernatural', 'Slice of Life'}"
1145,kaze no youjinbou,"Action, Drama, Mystery, Shounen",TV,25,7.27,5646,"{'TV', 'Shounen', 'Drama', 'Action', 'Mystery'}"
1086,kenran butou sai: the mars daybreak,"Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen",TV,26,7.27,13265,"{'Adventure', 'TV', 'Shounen', 'Sci-Fi', 'Military', 'Romance', 'Comedy', 'Mecha'}"
3670,kikou souseiki mospeada,"Action, Mecha, Military",TV,25,7.27,4420,"{'TV', 'Mecha', 'Action', 'Military'}"
10152,kimi ni todoke 2nd season: kataomoi,"Romance, Shoujo",Special,1,7.27,35243,"{'Shoujo', 'Special', 'Romance'}"
4198,koutetsu jeeg,"Action, Demons, Mecha, Sci-Fi, Shounen",TV,46,7.27,1093,"{'TV', 'Shounen', 'Sci-Fi', 'Demons', 'Action', 'Mecha'}"
17819,kyoto animation: suiei-hen,Sports,Special,1,7.27,8347,"{'Sports', 'Special'}"
279,kyougoku natsuhiko: kousetsu hyaku monogatari,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",TV,13,7.27,20859,"{'TV', 'Horror', 'Historical', 'Mystery', 'Supernatural', 'Psychological', 'Fantasy'}"
5019,lupin iii: sweet lost night - mahou no lamp wa akumu no yokan,"Adventure, Comedy, Shounen",Special,1,7.27,2338,"{'Comedy', 'Adventure', 'Shounen', 'Special'}"
1968,mobile suit zeta gundam: a new translation ii - lovers,"Drama, Mecha, Military, Romance, Sci-Fi, Space",Movie,1,7.27,5772,"{'Space', 'Drama', 'Sci-Fi', 'Military', 'Romance', 'Movie', 'Mecha'}"
1941,moonlight mile 1st season: lift off,"Adventure, Drama, Sci-Fi, Space",TV,12,7.27,6037,"{'Adventure', 'TV', 'Space', 'Drama', 'Sci-Fi'}"
10686,naruto: honoo no chuunin shiken! naruto vs. konohamaru!!,"Action, Adventure, Martial Arts, Shounen, Super Power",Movie,1,7.27,30378,"{'Super Power', 'Adventure', 'Shounen', 'Action', 'Movie', 'Martial Arts'}"
31645,persona 5 the animation: the day breakers,"Action, Fantasy, Seinen, Supernatural",Special,1,7.27,12779,"{'Action', 'Special', 'Seinen', 'Supernatural', 'Fantasy'}"
27539,pikmin short movies,"Fantasy, Kids",Movie,3,7.27,406,"{'Movie', 'Kids', 'Fantasy'}"
2283,red baron,"Action, Mecha, Sci-Fi, Shounen",TV,49,7.27,1188,"{'TV', 'Shounen', 'Sci-Fi', 'Action', 'Mecha'}"
1236,sf saiyuuki starzinger,"Adventure, Mecha, Sci-Fi, Shounen, Space",TV,73,7.27,1199,"{'Adventure', 'Space', 'Shounen', 'TV', 'Sci-Fi', 'Mecha'}"
5702,sora wo miageru shoujo no hitomi ni utsuru sekai,"Action, Fantasy, Magic, Romance, Super Power",TV,9,7.27,24799,"{'Super Power', 'TV', 'Action', 'Romance', 'Magic', 'Fantasy'}"
4162,taiho shichau zo: nagisa no koutsuu yuudou,"Action, Comedy, Police, Seinen",Special,1,7.27,2444,"{'Police', 'Action', 'Special', 'Comedy', 'Seinen'}"
1144,tenchi muyou! in love 2: haruka naru omoi,"Drama, Romance, Sci-Fi, Shounen",Movie,1,7.27,10233,"{'Shounen', 'Drama', 'Sci-Fi', 'Romance', 'Movie'}"
4705,tengen toppa gurren lagann: parallel works,Music,Music,8,7.27,22213,{'Music'}
22689,terra formars: bugs 2-hen,"Action, Horror, Sci-Fi, Space",OVA,2,7.27,21616,"{'Space', 'OVA', 'Sci-Fi', 'Action', 'Horror'}"
16866,tonari no kaibutsu-kun: tonari no gokudou-kun,"Comedy, Historical, Romance, Shoujo",OVA,1,7.27,46837,"{'OVA', 'Romance', 'Comedy', 'Historical', 'Shoujo'}"
17699,toriko movie: bishokushin no special menu,"Action, Adventure, Fantasy, Shounen",Movie,1,7.27,3077,"{'Adventure', 'Shounen', 'Action', 'Movie', 'Fantasy'}"
6567,urusei yatsura: the shougaibutsu suieitaikai,"Action, Comedy, Romance, School, Sci-Fi",Special,1,7.27,1848,"{'Sci-Fi', 'School', 'Action', 'Romance', 'Special', 'Comedy'}"
3738,usavich ii,"Adventure, Comedy",TV,13,7.27,3382,"{'Comedy', 'Adventure', 'TV'}"
30845,aikatsu! music award: minna de shou wo moracchaimashow!,"Music, Shoujo",Movie,1,7.26,1028,"{'Movie', 'Music', 'Shoujo'}"
2225,alps no shoujo heidi,"Drama, Historical, Slice of Life",TV,52,7.26,12014,"{'Drama', 'Slice of Life', 'TV', 'Historical'}"
10647,ao no exorcist: ura ex,"Action, Fantasy, Shounen, Supernatural",Special,10,7.26,43615,"{'Shounen', 'Action', 'Special', 'Supernatural', 'Fantasy'}"
2825,arabian nights: sindbad no bouken (tv),"Adventure, Fantasy, Magic, Romance",TV,52,7.26,2631,"{'Adventure', 'TV', 'Romance', 'Magic', 'Fantasy'}"
31298,baka to test to shoukanjuu: matsuri - sentakushi ikou nomi,"Comedy, School",Special,6,7.27,3817,"{'School', 'Comedy', 'Special'}"
9645,be-bop highschool,"Comedy, School, Seinen",OVA,7,7.26,1180,"{'School', 'Comedy', 'OVA', 'Seinen'}"
31417,binan koukou chikyuu bouei-bu love! love!,"Comedy, Magic, School, Slice of Life",TV,12,7.26,13346,"{'TV', 'School', 'Comedy', 'Slice of Life', 'Magic'}"
8359,crayon shin-chan movie 04: henderland no daibouken,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.26,1479,"{'Shounen', 'School', 'Movie', 'Ecchi', 'Comedy', 'Slice of Life', 'Kids'}"
4586,daisuki! bubu chacha,Kids,TV,26,7.26,800,"{'TV', 'Kids'}"
2659,doraemon movie 14: nobita to buriki no labyrinth,Fantasy,Movie,1,7.26,1181,"{'Movie', 'Fantasy'}"
4798,druaga no tou: the aegis of uruk - jil no bouken,"Adventure, Fantasy",Special,1,7.26,10516,"{'Adventure', 'Fantasy', 'Special'}"
6361,ef: a tale of memories. - prologue,"Drama, Music",Special,1,7.26,21002,"{'Drama', 'Special', 'Music'}"
13183,fate/zero remix,"Action, Fantasy, Supernatural",Special,2,7.26,10824,"{'Supernatural', 'Action', 'Fantasy', 'Special'}"
380,fushigi yuugi ova,"Adventure, Comedy, Fantasy, Historical, Romance, Shoujo",OVA,3,7.26,14863,"{'Adventure', 'OVA', 'Romance', 'Comedy', 'Historical', 'Shoujo', 'Fantasy'}"
27567,fushigi yuugi special: nakago shikkari shinasai!,Comedy,Special,2,7.25,943,"{'Comedy', 'Special'}"
243,gravitation,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV,13,7.26,67916,"{'TV', 'Romance', 'Music', 'Comedy', 'Shoujo', 'Shounen Ai'}"
1016,gunnm,"Drama, Mecha, Sci-Fi, Shounen",OVA,2,7.26,22648,"{'OVA', 'Shounen', 'Drama', 'Sci-Fi', 'Mecha'}"
3299,h2o: footprints in the sand,"Harem, Romance, School",TV,12,7.26,64975,"{'Harem', 'School', 'TV', 'Romance'}"
9958,hayate no gotoku! heaven is a place on earth,"Comedy, Harem, Parody",Movie,1,7.26,22973,"{'Harem', 'Parody', 'Comedy', 'Movie'}"
23153,hayate no gotoku! ova,"Comedy, Harem, Parody, Romance, Shounen",OVA,3,7.26,6001,"{'Harem', 'Shounen', 'OVA', 'Romance', 'Parody', 'Comedy'}"
3946,jarinko chie,"Comedy, Drama, Slice of Life",Movie,1,7.26,1406,"{'Movie', 'Drama', 'Slice of Life', 'Comedy'}"
2602,kenkou zenrakei suieibu umishou,"Comedy, Ecchi, School, Shounen, Sports",TV,13,7.26,25814,"{'TV', 'Shounen', 'School', 'Ecchi', 'Comedy', 'Sports'}"
5717,kiniro no corda: secondo passo,"Harem, Music, School, Shoujo",Special,2,7.26,24379,"{'Harem', 'School', 'Special', 'Music', 'Shoujo'}"
31610,kyoukai no rinne (tv) 2nd season,"Comedy, Romance, School, Shounen, Supernatural",TV,25,7.26,15519,"{'TV', 'Shounen', 'School', 'Romance', 'Comedy', 'Supernatural'}"
631,mahoromatic summer special,"Comedy, Ecchi, Romance, Sci-Fi",Special,1,7.26,7945,"{'Sci-Fi', 'Special', 'Romance', 'Ecchi', 'Comedy'}"
629,mahoutsukai tai! ova,"Comedy, Fantasy, Magic, Romance, Sci-Fi",OVA,6,7.26,4460,"{'OVA', 'Sci-Fi', 'Romance', 'Comedy', 'Magic', 'Fantasy'}"
14817,mouretsu pirates: abyss of hyperspace,"Sci-Fi, Space",Movie,1,7.26,7787,"{'Movie', 'Sci-Fi', 'Space'}"
12979,naruto sd: rock lee no seishun full-power ninden,"Action, Comedy, Parody",TV,51,7.26,29989,"{'Parody', 'Comedy', 'Action', 'TV'}"
19511,naruto shippuuden: sunny side battle,"Action, Comedy, Martial Arts, Shounen, Super Power",Special,1,7.26,13014,"{'Super Power', 'Shounen', 'Action', 'Special', 'Comedy', 'Martial Arts'}"
4191,popolocrois monogatari,"Adventure, Fantasy",TV,25,7.26,1260,"{'Adventure', 'TV', 'Fantasy'}"
15649,puchimas!: petit idolm@ster,"Comedy, Slice of Life",ONA,64,7.26,9208,"{'ONA', 'Slice of Life', 'Comedy'}"
2110,rockman.exe beast,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",TV,25,7.26,4006,"{'Adventure', 'TV', 'Shounen', 'Sci-Fi', 'Game', 'Action', 'Mecha'}"
3624,seimei no kagaku: micro patrol,Adventure,TV,26,7.26,801,"{'Adventure', 'TV'}"
22859,takanashi rikka kai: chuunibyou demo koi ga shitai! movie lite,Comedy,Special,1,7.26,13238,"{'Comedy', 'Special'}"
33004,tanaka-kun wa kyou mo kedaruge,"Comedy, School",Special,35,7.26,10434,"{'School', 'Comedy', 'Special'}"
3044,tetsuwan atom (1980),"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,52,7.26,5743,"{'Adventure', 'TV', 'Shounen', 'Sci-Fi', 'Action', 'Mecha'}"
2816,toushou daimos,"Adventure, Drama, Mecha, Romance, Sci-Fi, Shounen",TV,44,7.26,3100,"{'Adventure', 'TV', 'Shounen', 'Drama', 'Sci-Fi', 'Romance', 'Mecha'}"
732,vampire hunter d,"Action, Horror, Sci-Fi, Supernatural, Vampire",Movie,1,7.26,42377,"{'Vampire', 'Sci-Fi', 'Action', 'Movie', 'Horror', 'Supernatural'}"
394,ai yori aoshi: enishi,"Comedy, Drama, Harem, Romance, Slice of Life",TV,12,7.25,37944,"{'Harem', 'TV', 'Drama', 'Romance', 'Comedy', 'Slice of Life'}"
14027,boku wa tomodachi ga sukunai: relay shousetsu wa ketsumatsu ga hanpanai,"Comedy, Romance, School, Seinen",OVA,1,7.25,59965,"{'OVA', 'School', 'Romance', 'Comedy', 'Seinen'}"
9539,cardfight!! vanguard,"Action, Adventure, Demons, Game, Shounen",TV,65,7.25,24821,"{'Adventure', 'TV', 'Shounen', 'Demons', 'Game', 'Action'}"
5163,code geass: hangyaku no lelouch r2 picture drama,"Comedy, Ecchi, Slice of Life",Special,9,7.25,22926,"{'Ecchi', 'Slice of Life', 'Comedy', 'Special'}"
1132,digimon frontier,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",TV,50,7.25,74929,"{'Adventure', 'TV', 'Shounen', 'Drama', 'Action', 'Comedy', 'Fantasy'}"
2662,doraemon movie 02: nobita no uchuu kaitakushi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.25,1075,"{'Adventure', 'Shounen', 'Movie', 'Comedy', 'Kids', 'Fantasy'}"
2664,doraemon movie 19: nobita no nankai daibouken,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.25,1327,"{'Adventure', 'Shounen', 'Sci-Fi', 'Movie', 'Comedy', 'Kids', 'Fantasy'}"
5760,dororo to hyakkimaru,"Action, Adventure, Supernatural",TV,26,7.25,1238,"{'TV', 'Adventure', 'Action', 'Supernatural'}"
4246,eureka seven: pocket ga niji de ippai,"Adventure, Mecha, Romance, Sci-Fi",Movie,1,7.25,32514,"{'Adventure', 'Sci-Fi', 'Romance', 'Movie', 'Mecha'}"
1534,futari wa precure: splash☆star,"Action, Comedy, Fantasy, Magic, Shoujo",TV,49,7.25,5384,"{'TV', 'Action', 'Comedy', 'Shoujo', 'Magic', 'Fantasy'}"
12419,guilty crown kiseki: reassortment,"Action, Sci-Fi, Super Power",Special,1,7.25,21388,"{'Super Power', 'Sci-Fi', 'Action', 'Special'}"
13161,hagure yuusha no aesthetica,"Action, Ecchi, Fantasy, Super Power",TV,12,7.25,156044,"{'Super Power', 'TV', 'Action', 'Ecchi', 'Fantasy'}"
11785,haiyore! nyaruko-san,"Comedy, Parody, Sci-Fi",TV,12,7.25,154595,"{'Parody', 'Comedy', 'Sci-Fi', 'TV'}"
2264,jungle taitei movie (1997),"Adventure, Fantasy",Movie,1,7.25,1771,"{'Movie', 'Adventure', 'Fantasy'}"
28869,kaitou joker 2nd season,"Adventure, Comedy, Mystery, Shounen",TV,13,7.25,2655,"{'Adventure', 'TV', 'Shounen', 'Comedy', 'Mystery'}"
16033,karneval,"Fantasy, Sci-Fi, Shoujo",OVA,1,7.25,11320,"{'OVA', 'Sci-Fi', 'Shoujo', 'Fantasy'}"
2048,kikou ryohei mellowlink,"Action, Mecha, Military, Sci-Fi",OVA,12,7.25,3303,"{'OVA', 'Sci-Fi', 'Action', 'Military', 'Mecha'}"
15359,kyousou giga (2012),"Action, Fantasy, Supernatural",ONA,5,7.25,17584,"{'ONA', 'Supernatural', 'Action', 'Fantasy'}"
206,lodoss-tou senki: eiyuu kishi den,"Action, Adventure, Drama, Fantasy, Magic, Romance",TV,27,7.25,16288,"{'Adventure', 'TV', 'Drama', 'Action', 'Romance', 'Magic', 'Fantasy'}"
1417,lupin iii: moeyo zantetsuken!,"Action, Adventure, Comedy, Shounen",Special,1,7.25,3456,"{'Adventure', 'Shounen', 'Action', 'Special', 'Comedy'}"
30014,momokuri,"Comedy, Romance, Slice of Life",ONA,26,7.25,26147,"{'ONA', 'Slice of Life', 'Comedy', 'Romance'}"
13409,moyashimon returns,"Comedy, School, Supernatural",TV,11,7.25,16251,"{'School', 'Comedy', 'TV', 'Supernatural'}"
3305,muteki koujin daitarn 3,"Mecha, Sci-Fi",TV,40,7.25,1270,"{'Mecha', 'Sci-Fi', 'TV'}"
1732,negima!? natsu special!?,"Comedy, Ecchi, Fantasy, Romance",OVA,1,7.25,12554,"{'OVA', 'Romance', 'Ecchi', 'Comedy', 'Fantasy'}"
459,one piece movie 1,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.25,46455,"{'Super Power', 'Adventure', 'Shounen', 'Action', 'Movie', 'Comedy', 'Fantasy'}"
5440,ougon yuusha goldran,"Action, Adventure, Fantasy, Mecha, Sci-Fi, Shounen",TV,48,7.25,910,"{'Adventure', 'TV', 'Shounen', 'Sci-Fi', 'Action', 'Mecha', 'Fantasy'}"
1493,project arms: the 2nd chapter,"Action, Fantasy, Martial Arts, School, Super Power",TV,26,7.25,3368,"{'Super Power', 'TV', 'School', 'Action', 'Martial Arts', 'Fantasy'}"
1538,pumpkin scissors,"Action, Comedy, Drama, Military",TV,24,7.25,23931,"{'TV', 'Drama', 'Action', 'Military', 'Comedy'}"
23043,re boot,"Drama, Music, School, Slice of Life",Music,1,7.25,1544,"{'Drama', 'Slice of Life', 'School', 'Music'}"
2543,robin hood no daibouken,"Adventure, Historical, Romance",TV,52,7.25,3921,"{'Adventure', 'TV', 'Historical', 'Romance'}"
